Crypto Name,Price,TimeStamp
BTC,"115,610.14",8/23/2025 12:44
BTC,"115,610.14",8/23/2025 12:45
BTC,"115,610.14",8/23/2025 12:45
BTC,"115,610.14",8/23/2025 12:45
BTC,"115,610.14",8/23/2025 12:46
BTC,"115,631.64",8/23/2025 12:46
BTC,"115,631.64",8/23/2025 12:46
BTC,"115,631.64",8/23/2025 12:46
BTC,"115,631.64",8/23/2025 12:47
BTC,"115,616.23",8/23/2025 12:47
BTC,"115,616.23",8/23/2025 12:47
BTC,"115,616.23",8/23/2025 12:47
BTC,"115,616.23",8/23/2025 12:48
BTC,"115,616.23",8/23/2025 12:48
